[root@pacstat1 pssh]# sh batch-get.sh 
[510] 21:40:44 [SUCCESS] 10.10.101.163
[511] 21:40:44 [SUCCESS] 10.10.101.164
[512] 21:40:44 [SUCCESS] 10.10.101.41
[513] 21:40:44 [SUCCESS] 10.10.101.158
[514] 21:40:44 [SUCCESS] 10.10.101.167
[515] 21:40:44 [SUCCESS] 10.10.232.27
[516] 21:40:44 [SUCCESS] 10.10.101.169
[517] 21:40:44 [SUCCESS] 10.10.101.172
[518] 21:40:45 [SUCCESS] 10.10.101.145
[519] 21:40:45 [SUCCESS] 10.10.101.174
[520] 21:40:45 [SUCCESS] 10.10.237.101
[521] 21:40:45 [SUCCESS] 10.10.101.155
[522] 21:40:45 [SUCCESS] 10.10.101.156
[523] 21:40:45 [SUCCESS] 10.10.237.112
[524] 21:40:45 [SUCCESS] 10.10.101.143
[525] 21:40:45 [SUCCESS] 10.10.101.157
[526] 21:40:45 [SUCCESS] 10.10.101.159
[527] 21:40:45 [SUCCESS] 10.10.101.170
[528] 21:40:45 [SUCCESS] 10.10.101.160
[529] 21:40:45 [SUCCESS] 10.10.101.161
[530] 21:40:45 [SUCCESS] 10.10.101.171
[531] 21:40:45 [SUCCESS] 10.10.101.173
[532] 21:40:45 [SUCCESS] 10.10.232.28
[533] 21:40:45 [SUCCESS] 10.10.232.136
[534] 21:40:46 [FAILURE] 10.10.232.49 Exited with error code 1
[535] 21:40:46 [FAILURE] 10.10.232.52 Exited with error code 1
[536] 21:40:46 [FAILURE] 10.10.232.105 Exited with error code 1
[537] 21:40:46 [FAILURE] 10.10.232.107 Exited with error code 1
[538] 21:40:46 [FAILURE] 10.10.232.110 Exited with error code 1
[539] 21:40:46 [FAILURE] 10.10.232.122 Exited with error code 1
[540] 21:40:46 [FAILURE] 10.10.232.51 Exited with error code 1
[541] 21:40:46 [FAILURE] 10.10.232.124 Exited with error code 1
[542] 21:40:46 [FAILURE] 10.10.232.125 Exited with error code 1
[543] 21:40:46 [FAILURE] 10.10.232.137 Exited with error code 1
[544] 21:40:46 [FAILURE] 10.10.232.104 Exited with error code 1
[545] 21:40:46 [FAILURE] 10.10.232.120 Exited with error code 1
[546] 21:40:47 [FAILURE] 10.10.232.121 Exited with error code 1
[547] 21:40:48 [FAILURE] 10.10.237.22 Exited with error code 1
[548] 21:40:48 [FAILURE] 10.10.232.51 Exited with error code 1
[549] 21:40:49 [FAILURE] 10.10.237.11 Exited with error code 1
[550] 21:40:49 [FAILURE] 10.10.101.89 Exited with error code 1
[551] 21:40:49 [FAILURE] 10.10.101.91 Exited with error code 1
[552] 21:40:49 [FAILURE] 10.10.101.92 Exited with error code 1
[553] 21:40:49 [FAILURE] 10.10.237.52 Exited with error code 1
[554] 21:40:50 [FAILURE] 10.10.101.90 Exited with error code 1
[555] 21:41:00 [FAILURE] 10.10.228.52 Exited with error code 1
